date,antam_0_5g_idr,antam_1g_idr,antam_2g_idr,antam_3g_idr,antam_5g_idr,antam_10g_idr,antam_25g_idr,antam_50g_idr,antam_100g_idr,antam_250g_idr,antam_500g_idr,antam_1000g_idr,antam_0_5g_buyback_idr,antam_1g_buyback_idr,antam_2g_buyback_idr,antam_3g_buyback_idr,antam_5g_buyback_idr,antam_10g_buyback_idr,antam_25g_buyback_idr,antam_50g_buyback_idr,antam_100g_buyback_idr,antam_250g_buyback_idr,antam_500g_buyback_idr,antam_1000g_buyback_idr,usd_idr,world_gold_idr_gram,world_gold_usd_oz,world_silver_usd_oz
2015-08-11,293414,566000,1119491,1674002,2783022,5554554,13860208,27703945,55391590,138423620,276803432,553598544,269941,520720,1029932,1540082,2560380,5110190,12751391,25487629,50960263,127349730,254659157,509310660,,,,
2015-08-12,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,270418,521640,1031751,1542802,2564904,5119219,12773920,25532661,51050299,127574730,255109085,510210502,,,,
2015-08-13,294451,568000,1123447,1679917,2792856,5574182,13909184,27801839,55587320,138912750,277781536,555554722,270895,522560,1033571,1545524,2569428,5128247,12796449,25577692,51140334,127799730,255559013,511110344,,,,
2015-08-14,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,270418,521640,1031751,1542802,2564904,5119219,12773920,25532661,51050299,127574730,255109085,510210502,,,,
2015-08-15,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,270418,521640,1031751,1542802,2564904,5119219,12773920,25532661,51050299,127574730,255109085,510210502,,,,
2015-08-18,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,270418,521640,1031751,1542802,2564904,5119219,12773920,25532661,51050299,127574730,255109085,510210502,,,,
2015-08-19,294451,568000,1123447,1679917,2792856,5574182,13909184,27801839,55587320,138912750,277781536,555554722,270895,522560,1033571,1545524,2569428,5128247,12796449,25577692,51140334,127799730,255559013,511110344,,,,
2015-08-20,296525,572000,1131359,1691747,2812524,5613436,14007136,27997627,55978780,139891008,279737744,559467080,272803,526240,1040850,1556407,2587522,5164361,12886565,25757817,51500478,128699727,257358724,514709714,,,,
2015-08-21,300672,580000,1147182,1715408,2851860,5691946,14203040,28389202,56761700,141847526,283650160,567291794,276618,533600,1055407,1578175,2623711,5236590,13066797,26118066,52220764,130499724,260958147,521908450,,,,
2015-08-22,303782,586000,1159049,1733154,2881362,5750828,14349968,28682883,57348890,143314914,286584472,573160330,279479,539120,1066325,1594502,2650853,5290762,13201971,26388252,52760979,131849721,263657714,527307504,,,,
2015-08-23,300672,580000,1147182,1715408,2851860,5691946,14203040,28389202,56761700,141847526,283650160,567291794,276618,533600,1055407,1578175,2623711,5236590,13066797,26118066,52220764,130499724,260958147,521908450,,,,
2015-08-24,302227,583000,1153116,1724281,2866611,5721387,14276504,28536043,57055295,142581220,285117316,570226062,278049,536360,1060867,1586339,2637282,5263676,13134384,26253160,52490871,131174722,262307931,524607977,,,,
2015-08-25,302746,584000,1155094,1727238,2871528,5731201,14300992,28584990,57153160,142825785,285606368,571204151,278526,537280,1062686,1589059,2641806,5272705,13156913,26298191,52580907,131399722,262757859,525507819,,,,
2015-08-26,302227,583000,1153116,1724281,2866611,5721387,14276504,28536043,57055295,142581220,285117316,570226062,278049,536360,1060867,1586339,2637282,5263676,13134384,26253160,52490871,131174722,262307931,524607977,,,,
2015-08-27,299635,578000,1143226,1709493,2842026,5672319,14154064,28291308,56565970,141358397,282672056,565335615,275664,531760,1051768,1572734,2614664,5218533,13021739,26028003,52040692,130049725,260058292,520108766,,,,
2015-08-28,299635,578000,1143226,1709493,2842026,5672319,14154064,28291308,56565970,141358397,282672056,565335615,275664,531760,1051768,1572734,2614664,5218533,13021739,26028003,52040692,130049725,260058292,520108766,,,,
2015-08-29,297562,574000,1135315,1697662,2822358,5633064,14056112,28095521,56174510,140380138,280715848,561423258,273757,528080,1044490,1561849,2596569,5182419,12931623,25847879,51680549,129149727,258258580,516509397,,,,
2015-08-31,299117,577000,1141248,1706535,2837109,5662505,14129576,28242361,56468105,141113832,282183004,564357526,275188,530840,1049948,1570012,2610140,5209505,12999210,25982972,51950657,129824725,259608364,519208924,,,,
2015-09-01,299635,578000,1143226,1709493,2842026,5672319,14154064,28291308,56565970,141358397,282672056,565335615,275664,531760,1051768,1572734,2614664,5218533,13021739,26028003,52040692,130049725,260058292,520108766,,,,
2015-09-02,300672,580000,1147182,1715408,2851860,5691946,14203040,28389202,56761700,141847526,283650160,567291794,276618,533600,1055407,1578175,2623711,5236590,13066797,26118066,52220764,130499724,260958147,521908450,,,,
2015-09-03,300672,580000,1147182,1715408,2851860,5691946,14203040,28389202,56761700,141847526,283650160,567291794,276618,533600,1055407,1578175,2623711,5236590,13066797,26118066,52220764,130499724,260958147,521908450,,,,
2015-09-04,299635,578000,1143226,1709493,2842026,5672319,14154064,28291308,56565970,141358397,282672056,565335615,275664,531760,1051768,1572734,2614664,5218533,13021739,26028003,52040692,130049725,260058292,520108766,,,,
2015-09-05,299635,578000,1143226,1709493,2842026,5672319,14154064,28291308,56565970,141358397,282672056,565335615,275664,531760,1051768,1572734,2614664,5218533,13021739,26028003,52040692,130049725,260058292,520108766,,,,
2015-09-07,299117,577000,1141248,1706535,2837109,5662505,14129576,28242361,56468105,141113832,282183004,564357526,275188,530840,1049948,1570012,2610140,5209505,12999210,25982972,51950657,129824725,259608364,519208924,,,,
2015-09-08,300154,579000,1145204,1712450,2846943,5682132,14178552,28340255,56663835,141602961,283161108,566313705,276142,532680,1053588,1575454,2619188,5227561,13044268,26073035,52130728,130274724,260508219,521008609,,,,
2015-09-09,301190,581000,1149160,1718366,2856777,5701760,14227528,28438149,56859565,142092091,284139212,568269883,277095,534520,1057227,1580897,2628235,5245619,13089326,26163097,52310800,130724724,261408075,522808292,,,,
2015-09-10,298598,576000,1139270,1703578,2832192,5652691,14105088,28193414,56370240,140869267,281693952,563379437,274710,529920,1048128,1567292,2605617,5200476,12976681,25937941,51860621,129599726,259158436,518309082,,,,
2015-09-11,300672,580000,1147182,1715408,2851860,5691946,14203040,28389202,56761700,141847526,283650160,567291794,276618,533600,1055407,1578175,2623711,5236590,13066797,26118066,52220764,130499724,260958147,521908450,,,,
2015-09-12,299635,578000,1143226,1709493,2842026,5672319,14154064,28291308,56565970,141358397,282672056,565335615,275664,531760,1051768,1572734,2614664,5218533,13021739,26028003,52040692,130049725,260058292,520108766,,,,
2015-09-14,299117,577000,1141248,1706535,2837109,5662505,14129576,28242361,56468105,141113832,282183004,564357526,275188,530840,1049948,1570012,2610140,5209505,12999210,25982972,51950657,129824725,259608364,519208924,,,,
2015-09-15,300154,579000,1145204,1712450,2846943,5682132,14178552,28340255,56663835,141602961,283161108,566313705,276142,532680,1053588,1575454,2619188,5227561,13044268,26073035,52130728,130274724,260508219,521008609,,,,
2015-09-16,300154,579000,1145204,1712450,2846943,5682132,14178552,28340255,56663835,141602961,283161108,566313705,276142,532680,1053588,1575454,2619188,5227561,13044268,26073035,52130728,130274724,260508219,521008609,,,,
2015-09-17,303264,585000,1157072,1730196,2876445,5741014,14325480,28633936,57251025,143070350,286095420,572182240,279003,538200,1064506,1591780,2646329,5281733,13179442,26343221,52670943,131624722,263207786,526407661,,,,
2015-09-18,305856,590000,1166961,1744984,2901030,5790083,14447920,28878671,57740350,144293173,288540680,577072687,281388,542800,1073604,1605385,2668948,5326876,13292086,26568377,53121122,132749719,265457426,530906872,,,,
2015-09-19,306374,591000,1168939,1747942,2905947,5799897,14472408,28927618,57838215,144537738,289029732,578050776,281864,543720,1075424,1608107,2673471,5335905,13314615,26613409,53211158,132974719,265907353,531806714,,,,
2015-09-21,307411,593000,1172895,1753857,2915781,5819524,14521384,29025512,58033945,145026867,290007836,580006955,282818,545560,1079063,1613548,2682519,5353962,13359673,26703471,53391229,133424718,266807209,533606399,,,,
2015-09-22,306374,591000,1168939,1747942,2905947,5799897,14472408,28927618,57838215,144537738,289029732,578050776,281864,543720,1075424,1608107,2673471,5335905,13314615,26613409,53211158,132974719,265907353,531806714,,,,
2015-09-23,305338,589000,1164983,1742026,2896113,5780269,14423432,28829724,57642485,144048608,288051628,576094598,280911,541880,1071784,1602664,2664424,5317847,13269557,26523346,53031086,132524719,265007498,530007030,,,,
2015-09-25,314150,606000,1198607,1792306,2979702,5947102,14839728,29661821,59306190,148206208,296365512,592722116,289018,557520,1102718,1648922,2741326,5471334,13652550,27288875,54561695,136349711,272656271,545304347,,,,
2015-09-26,313114,604000,1194652,1786390,2969868,5927475,14790752,29563928,59110460,147717079,295387408,590765937,288065,555680,1099080,1643479,2732279,5453277,13607492,27198814,54381623,135899713,271756415,543504662,,,,
2015-09-28,314150,606000,1198607,1792306,2979702,5947102,14839728,29661821,59306190,148206208,296365512,592722116,289018,557520,1102718,1648922,2741326,5471334,13652550,27288875,54561695,136349711,272656271,545304347,,,,
2015-09-29,311558,601000,1188718,1777518,2955117,5898034,14717288,29417087,58816865,146983385,293920252,587831669,286633,552920,1093621,1635317,2718708,5426191,13539905,27063720,54111516,135224714,270406632,540805135,,,,
2015-09-30,311040,600000,1186740,1774560,2950200,5888220,14692800,29368140,58719000,146738820,293431200,586853580,286157,552000,1091801,1632595,2714184,5417162,13517376,27018689,54021480,134999714,269956704,539905294,,,,
2015-10-01,308966,596000,1178828,1762730,2930532,5848965,14594848,29172352,58327540,145760561,291474992,582941223,284249,548320,1084522,1621712,2696089,5381048,13427260,26838564,53661337,134099716,268156993,536305925,,,,
2015-10-02,307930,594000,1174873,1756814,2920698,5829338,14545872,29074459,58131810,145271432,290496888,580985044,283296,546480,1080883,1616269,2687042,5362991,13382202,26748502,53481265,133649717,267257137,534506240,,,,
2015-10-03,311040,600000,1186740,1774560,2950200,5888220,14692800,29368140,58719000,146738820,293431200,586853580,286157,552000,1091801,1632595,2714184,5417162,13517376,27018689,54021480,134999714,269956704,539905294,,,,
2015-10-05,311558,601000,1188718,1777518,2955117,5898034,14717288,29417087,58816865,146983385,293920252,587831669,286633,552920,1093621,1635317,2718708,5426191,13539905,27063720,54111516,135224714,270406632,540805135,,,,
2015-10-06,309485,597000,1180806,1765687,2935449,5858779,14619336,29221299,58425405,146005126,291964044,583919312,284726,549240,1086342,1624432,2700613,5390077,13449789,26883595,53751373,134324716,268606920,537205767,,,,
2015-10-07,309485,597000,1180806,1765687,2935449,5858779,14619336,29221299,58425405,146005126,291964044,583919312,284726,549240,1086342,1624432,2700613,5390077,13449789,26883595,53751373,134324716,268606920,537205767,,,,
2015-10-08,306893,592000,1170917,1750899,2910864,5809710,14496896,28976565,57936080,144782302,289518784,579028866,282342,544640,1077244,1610827,2677995,5344933,13337144,26658440,53301194,133199718,266357281,532706557,,,,
2015-10-09,304301,587000,1161027,1736111,2886279,5760642,14374456,28731830,57446755,143559479,287073524,574138419,279957,540040,1068145,1597222,2655377,5299791,13224500,26433284,52851015,132074721,264107642,528207345,,,,
2015-10-10,296525,572000,1131359,1691747,2812524,5613436,14007136,27997627,55978780,139891008,279737744,559467080,272803,526240,1040850,1556407,2587522,5164361,12886565,25757817,51500478,128699727,257358724,514709714,,,,
2015-10-12,298598,576000,1139270,1703578,2832192,5652691,14105088,28193414,56370240,140869267,281693952,563379437,274710,529920,1048128,1567292,2605617,5200476,12976681,25937941,51860621,129599726,259158436,518309082,,,,
2015-10-13,299117,577000,1141248,1706535,2837109,5662505,14129576,28242361,56468105,141113832,282183004,564357526,275188,530840,1049948,1570012,2610140,5209505,12999210,25982972,51950657,129824725,259608364,519208924,,,,
2015-10-15,304819,588000,1163005,1739069,2891196,5770456,14398944,28780777,57544620,143804044,287562576,575116508,280433,540960,1069965,1599943,2659900,5308820,13247028,26478315,52941050,132299720,264557570,529107187,,,,
2015-10-16,302227,583000,1153116,1724281,2866611,5721387,14276504,28536043,57055295,142581220,285117316,570226062,278049,536360,1060867,1586339,2637282,5263676,13134384,26253160,52490871,131174722,262307931,524607977,,,,
2015-10-17,301190,581000,1149160,1718366,2856777,5701760,14227528,28438149,56859565,142092091,284139212,568269883,277095,534520,1057227,1580897,2628235,5245619,13089326,26163097,52310800,130724724,261408075,522808292,,,,
2015-10-19,303782,586000,1159049,1733154,2881362,5750828,14349968,28682883,57348890,143314914,286584472,573160330,279479,539120,1066325,1594502,2650853,5290762,13201971,26388252,52760979,131849721,263657714,527307504,,,,
2015-10-20,302227,583000,1153116,1724281,2866611,5721387,14276504,28536043,57055295,142581220,285117316,570226062,278049,536360,1060867,1586339,2637282,5263676,13134384,26253160,52490871,131174722,262307931,524607977,,,,
2015-10-21,303264,585000,1157072,1730196,2876445,5741014,14325480,28633936,57251025,143070350,286095420,572182240,279003,538200,1064506,1591780,2646329,5281733,13179442,26343221,52670943,131624722,263207786,526407661,,,,
2015-10-22,302227,583000,1153116,1724281,2866611,5721387,14276504,28536043,57055295,142581220,285117316,570226062,278049,536360,1060867,1586339,2637282,5263676,13134384,26253160,52490871,131174722,262307931,524607977,,,,
2015-10-23,300672,580000,1147182,1715408,2851860,5691946,14203040,28389202,56761700,141847526,283650160,567291794,276618,533600,1055407,1578175,2623711,5236590,13066797,26118066,52220764,130499724,260958147,521908450,,,,
2015-10-24,299635,578000,1143226,1709493,2842026,5672319,14154064,28291308,56565970,141358397,282672056,565335615,275664,531760,1051768,1572734,2614664,5218533,13021739,26028003,52040692,130049725,260058292,520108766,,,,
2015-10-26,299635,578000,1143226,1709493,2842026,5672319,14154064,28291308,56565970,141358397,282672056,565335615,275664,531760,1051768,1572734,2614664,5218533,13021739,26028003,52040692,130049725,260058292,520108766,,,,
2015-10-27,300154,579000,1145204,1712450,2846943,5682132,14178552,28340255,56663835,141602961,283161108,566313705,276142,532680,1053588,1575454,2619188,5227561,13044268,26073035,52130728,130274724,260508219,521008609,,,,
2015-10-28,300154,579000,1145204,1712450,2846943,5682132,14178552,28340255,56663835,141602961,283161108,566313705,276142,532680,1053588,1575454,2619188,5227561,13044268,26073035,52130728,130274724,260508219,521008609,,,,
2015-10-29,299635,578000,1143226,1709493,2842026,5672319,14154064,28291308,56565970,141358397,282672056,565335615,275664,531760,1051768,1572734,2614664,5218533,13021739,26028003,52040692,130049725,260058292,520108766,,,,
2015-10-30,296525,572000,1131359,1691747,2812524,5613436,14007136,27997627,55978780,139891008,279737744,559467080,272803,526240,1040850,1556407,2587522,5164361,12886565,25757817,51500478,128699727,257358724,514709714,,,,
2015-10-31,297043,573000,1133337,1694705,2817441,5623250,14031624,28046574,56076645,140135573,280226796,560445169,273280,527160,1042670,1559129,2592046,5173390,12909094,25802848,51590513,128924727,257808652,515609555,,,,
2015-11-02,296525,572000,1131359,1691747,2812524,5613436,14007136,27997627,55978780,139891008,279737744,559467080,272803,526240,1040850,1556407,2587522,5164361,12886565,25757817,51500478,128699727,257358724,514709714,,,,
2015-11-03,296006,571000,1129381,1688790,2807607,5603623,13982648,27948680,55880915,139646444,279248692,558488990,272326,525320,1039031,1553687,2582998,5155333,12864036,25712786,51410442,128474728,256908797,513809871,,,,
2015-11-04,295488,570000,1127403,1685832,2802690,5593809,13958160,27899733,55783050,139401879,278759640,557510901,271849,524400,1037211,1550965,2578475,5146304,12841507,25667754,51320406,128249729,256458869,512910029,,,,
2015-11-05,295488,570000,1127403,1685832,2802690,5593809,13958160,27899733,55783050,139401879,278759640,557510901,271849,524400,1037211,1550965,2578475,5146304,12841507,25667754,51320406,128249729,256458869,512910029,,,,
2015-11-06,295488,570000,1127403,1685832,2802690,5593809,13958160,27899733,55783050,139401879,278759640,557510901,271849,524400,1037211,1550965,2578475,5146304,12841507,25667754,51320406,128249729,256458869,512910029,,,,
2015-11-07,295488,570000,1127403,1685832,2802690,5593809,13958160,27899733,55783050,139401879,278759640,557510901,271849,524400,1037211,1550965,2578475,5146304,12841507,25667754,51320406,128249729,256458869,512910029,,,,
2015-11-09,295488,570000,1127403,1685832,2802690,5593809,13958160,27899733,55783050,139401879,278759640,557510901,271849,524400,1037211,1550965,2578475,5146304,12841507,25667754,51320406,128249729,256458869,512910029,,,,
2015-11-10,295488,570000,1127403,1685832,2802690,5593809,13958160,27899733,55783050,139401879,278759640,557510901,271849,524400,1037211,1550965,2578475,5146304,12841507,25667754,51320406,128249729,256458869,512910029,,,,
2015-11-11,295488,570000,1127403,1685832,2802690,5593809,13958160,27899733,55783050,139401879,278759640,557510901,271849,524400,1037211,1550965,2578475,5146304,12841507,25667754,51320406,128249729,256458869,512910029,,,,
2015-11-12,295488,570000,1127403,1685832,2802690,5593809,13958160,27899733,55783050,139401879,278759640,557510901,271849,524400,1037211,1550965,2578475,5146304,12841507,25667754,51320406,128249729,256458869,512910029,,,,
2015-11-13,294970,569000,1125425,1682874,2797773,5583995,13933672,27850786,55685185,139157314,278270588,556532812,271372,523480,1035391,1548244,2573951,5137275,12818978,25622723,51230370,128024729,256008941,512010187,,,,
2015-11-14,294970,569000,1125425,1682874,2797773,5583995,13933672,27850786,55685185,139157314,278270588,556532812,271372,523480,1035391,1548244,2573951,5137275,12818978,25622723,51230370,128024729,256008941,512010187,,,,
2015-11-16,294970,569000,1125425,1682874,2797773,5583995,13933672,27850786,55685185,139157314,278270588,556532812,271372,523480,1035391,1548244,2573951,5137275,12818978,25622723,51230370,128024729,256008941,512010187,,,,
2015-11-17,294970,569000,1125425,1682874,2797773,5583995,13933672,27850786,55685185,139157314,278270588,556532812,271372,523480,1035391,1548244,2573951,5137275,12818978,25622723,51230370,128024729,256008941,512010187,,,,
2015-11-18,294970,569000,1125425,1682874,2797773,5583995,13933672,27850786,55685185,139157314,278270588,556532812,271372,523480,1035391,1548244,2573951,5137275,12818978,25622723,51230370,128024729,256008941,512010187,,,,
2015-11-19,294970,569000,1125425,1682874,2797773,5583995,13933672,27850786,55685185,139157314,278270588,556532812,271372,523480,1035391,1548244,2573951,5137275,12818978,25622723,51230370,128024729,256008941,512010187,,,,
2015-11-20,294970,569000,1125425,1682874,2797773,5583995,13933672,27850786,55685185,139157314,278270588,556532812,271372,523480,1035391,1548244,2573951,5137275,12818978,25622723,51230370,128024729,256008941,512010187,,,,
2015-11-21,294451,568000,1123447,1679917,2792856,5574182,13909184,27801839,55587320,138912750,277781536,555554722,270895,522560,1033571,1545524,2569428,5128247,12796449,25577692,51140334,127799730,255559013,511110344,,,,
2015-11-22,294970,569000,1125425,1682874,2797773,5583995,13933672,27850786,55685185,139157314,278270588,556532812,271372,523480,1035391,1548244,2573951,5137275,12818978,25622723,51230370,128024729,256008941,512010187,,,,
2015-11-23,294970,569000,1125425,1682874,2797773,5583995,13933672,27850786,55685185,139157314,278270588,556532812,271372,523480,1035391,1548244,2573951,5137275,12818978,25622723,51230370,128024729,256008941,512010187,,,,
2015-11-24,294451,568000,1123447,1679917,2792856,5574182,13909184,27801839,55587320,138912750,277781536,555554722,270895,522560,1033571,1545524,2569428,5128247,12796449,25577692,51140334,127799730,255559013,511110344,,,,
2015-11-25,294451,568000,1123447,1679917,2792856,5574182,13909184,27801839,55587320,138912750,277781536,555554722,245722,474000,937525,1401902,2330658,4651694,11607312,23200831,46388010,115923668,231810648,463614328,,,,
2015-11-26,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,243648,470000,929613,1390072,2310990,4612439,11509360,23005043,45996550,114945409,229854440,459701971,,,,
2015-11-27,294451,568000,1123447,1679917,2792856,5574182,13909184,27801839,55587320,138912750,277781536,555554722,245203,473000,935547,1398945,2325741,4641880,11582824,23151884,46290145,115679103,231321596,462636239,,,,
2015-11-28,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,241574,466000,921701,1378242,2291322,4573184,11411408,22809255,45605090,113967150,227898232,455789614,,,,
2015-11-30,293414,566000,1119491,1674002,2783022,5554554,13860208,27703945,55391590,138423620,276803432,553598544,242093,467000,923679,1381199,2296239,4582998,11435896,22858202,45702955,114211715,228387284,456767703,,,,
2015-12-01,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,245203,473000,935547,1398945,2325741,4641880,11582824,23151884,46290145,115679103,231321596,462636239,,,,
2015-12-02,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,245722,474000,937525,1401902,2330658,4651694,11607312,23200831,46388010,115923668,231810648,463614328,,,,
2015-12-03,293414,566000,1119491,1674002,2783022,5554554,13860208,27703945,55391590,138423620,276803432,553598544,241574,466000,921701,1378242,2291322,4573184,11411408,22809255,45605090,113967150,227898232,455789614,,,,
2015-12-04,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,245203,473000,935547,1398945,2325741,4641880,11582824,23151884,46290145,115679103,231321596,462636239,,,,
2015-12-05,293414,566000,1119491,1674002,2783022,5554554,13860208,27703945,55391590,138423620,276803432,553598544,250387,483000,955326,1428521,2374911,4740017,11827704,23641353,47268795,118124750,236212116,472417132,,,,
2015-12-07,294451,568000,1123447,1679917,2792856,5574182,13909184,27801839,55587320,138912750,277781536,555554722,249350,481000,951370,1422606,2365077,4720390,11778728,23543459,47073065,117635621,235234012,470460953,,,,
2015-12-08,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,246758,476000,941480,1407818,2340492,4671321,11656288,23298724,46583740,116412797,232788752,465570507,,,,
2015-12-10,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,246758,476000,941480,1407818,2340492,4671321,11656288,23298724,46583740,116412797,232788752,465570507,,,,
2015-12-11,294451,568000,1123447,1679917,2792856,5574182,13909184,27801839,55587320,138912750,277781536,555554722,248314,479000,947414,1416690,2355243,4700762,11729752,23445565,46877335,117146491,234255908,468504775,,,,
2015-12-12,294451,568000,1123447,1679917,2792856,5574182,13909184,27801839,55587320,138912750,277781536,555554722,249869,482000,953348,1425563,2369994,4730203,11803216,23592406,47170930,117880185,235723064,471439043,,,,
2015-12-14,294451,568000,1123447,1679917,2792856,5574182,13909184,27801839,55587320,138912750,277781536,555554722,248832,480000,949392,1419648,2360160,4710576,11754240,23494512,46975200,117391056,234744960,469482864,,,,
2015-12-15,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,248314,479000,947414,1416690,2355243,4700762,11729752,23445565,46877335,117146491,234255908,468504775,,,,
2015-12-16,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,247795,478000,945436,1413733,2350326,4690949,11705264,23396618,46779470,116901927,233766856,467526685,,,,
2015-12-17,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,249869,482000,953348,1425563,2369994,4730203,11803216,23592406,47170930,117880185,235723064,471439043,,,,
2015-12-18,293414,566000,1119491,1674002,2783022,5554554,13860208,27703945,55391590,138423620,276803432,553598544,245203,473000,935547,1398945,2325741,4641880,11582824,23151884,46290145,115679103,231321596,462636239,,,,
2015-12-21,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,248314,479000,947414,1416690,2355243,4700762,11729752,23445565,46877335,117146491,234255908,468504775,,,,
2015-12-22,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,248314,479000,947414,1416690,2355243,4700762,11729752,23445565,46877335,117146491,234255908,468504775,,,,
2015-12-23,292896,565000,1117514,1671044,2778105,5544740,13835720,27654998,55293725,138179056,276314380,552620454,243130,469000,927635,1387114,2306073,4602625,11484872,22956096,45898685,114700844,229365388,458723882,,,,
2015-12-28,292896,565000,1117514,1671044,2778105,5544740,13835720,27654998,55293725,138179056,276314380,552620454,243648,470000,929613,1390072,2310990,4612439,11509360,23005043,45996550,114945409,229854440,459701971,,,,
2015-12-29,292896,565000,1117514,1671044,2778105,5544740,13835720,27654998,55293725,138179056,276314380,552620454,242611,468000,925657,1384157,2301156,4592812,11460384,22907149,45800820,114456280,228876336,457745792,,,,
2015-12-30,292896,565000,1117514,1671044,2778105,5544740,13835720,27654998,55293725,138179056,276314380,552620454,243130,469000,927635,1387114,2306073,4602625,11484872,22956096,45898685,114700844,229365388,458723882,,,,
2015-12-31,292896,565000,1117514,1671044,2778105,5544740,13835720,27654998,55293725,138179056,276314380,552620454,243648,470000,929613,1390072,2310990,4612439,11509360,23005043,45996550,114945409,229854440,459701971,,,,
2016-01-04,292896,565000,1117514,1671044,2778105,5544740,13835720,27654998,55293725,138179056,276314380,552620454,244166,471000,931591,1393030,2315907,4622253,11533848,23053990,46094415,115189974,230343492,460680060,,,,
2016-01-05,293414,566000,1119491,1674002,2783022,5554554,13860208,27703945,55391590,138423620,276803432,553598544,248314,479000,947414,1416690,2355243,4700762,11729752,23445565,46877335,117146491,234255908,468504775,,,,
2016-01-06,293414,566000,1119491,1674002,2783022,5554554,13860208,27703945,55391590,138423620,276803432,553598544,249350,481000,951370,1422606,2365077,4720390,11778728,23543459,47073065,117635621,235234012,470460953,,,,
2016-01-07,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,251942,486000,961259,1437394,2389662,4769458,11901168,23788193,47562390,118858444,237679272,475351400,,,,
2016-01-08,294970,569000,1125425,1682874,2797773,5583995,13933672,27850786,55685185,139157314,278270588,556532812,255571,493000,975105,1458097,2424081,4838154,12072584,24130822,48247445,120570397,241102636,482198025,,,,
2016-01-09,294451,568000,1123447,1679917,2792856,5574182,13909184,27801839,55587320,138912750,277781536,555554722,255571,493000,975105,1458097,2424081,4838154,12072584,24130822,48247445,120570397,241102636,482198025,,,,
2016-01-11,294451,568000,1123447,1679917,2792856,5574182,13909184,27801839,55587320,138912750,277781536,555554722,255053,492000,973127,1455139,2419164,4828340,12048096,24081875,48149580,120325832,240613584,481219936,,,,
2016-01-12,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,254016,490000,969171,1449224,2409330,4808713,11999120,23983981,47953850,119836703,239635480,479263757,,,,
2016-01-13,292896,565000,1117514,1671044,2778105,5544740,13835720,27654998,55293725,138179056,276314380,552620454,251424,485000,959282,1434436,2384745,4759644,11876680,23739246,47464525,118613880,237190220,474373310,,,,
2016-01-14,293414,566000,1119491,1674002,2783022,5554554,13860208,27703945,55391590,138423620,276803432,553598544,251942,486000,961259,1437394,2389662,4769458,11901168,23788193,47562390,118858444,237679272,475351400,,,,
2016-01-15,291859,563000,1113558,1665129,2768271,5525113,13786744,27557105,55097995,137689926,275336276,550664276,248832,480000,949392,1419648,2360160,4710576,11754240,23494512,46975200,117391056,234744960,469482864,,,,
2016-01-16,291341,562000,1111580,1662171,2763354,5515299,13762256,27508158,55000130,137445361,274847224,549686187,250906,484000,957304,1431478,2379828,4749831,11852192,23690300,47366660,118369315,236701168,473395221,,,,
2016-01-18,292896,565000,1117514,1671044,2778105,5544740,13835720,27654998,55293725,138179056,276314380,552620454,251942,486000,961259,1437394,2389662,4769458,11901168,23788193,47562390,118858444,237679272,475351400,,,,
2016-01-19,292896,565000,1117514,1671044,2778105,5544740,13835720,27654998,55293725,138179056,276314380,552620454,251942,486000,961259,1437394,2389662,4769458,11901168,23788193,47562390,118858444,237679272,475351400,,,,
2016-01-20,292896,565000,1117514,1671044,2778105,5544740,13835720,27654998,55293725,138179056,276314380,552620454,251942,486000,961259,1437394,2389662,4769458,11901168,23788193,47562390,118858444,237679272,475351400,,,,
2016-01-21,293933,567000,1121469,1676959,2787939,5564368,13884696,27752892,55489455,138668185,277292484,554576633,253498,489000,967193,1446266,2404413,4798899,11974632,23935034,47855985,119592138,239146428,478285668,,,,
